doc_id,text,category_1,category_2,sentiment
464,"I just rizzed my Skibidi blonde princess fan Gyatt she likes me., while she told me to make more faceless content automation AI slop for her of us together during our joint cardio and running routine on Twitch, completley changing the character of our relationship.",1,2,Positive
465,"I worked out, did curls and rows, but now I look like a roblox character due to my massive traps and deltas, in other words like the CPop shows where you see a guy trying too hard on his physique while the alpha tall dude is the romantic interest.",5,3,Negative
466,Why are the news so up and in arms about the fires and geopolitics? Why aren't there any positive news on the major news channels? They should care about community wellness.,1,none,Negative
467,We made a health fitness tracker app with AI that generates customized plans.,2,4,Positive
468,There hasn't been another ground breaking novel since Harry Potter or Percy Jackson. I think the last Harry Potter book (book 7) came out a while ago; back when I used to read during my recovery periods after high-intensity track or basketball exercise.,3,none,Neutral
469,"I had to feed my dog floppy some dog food and get him running and cycling on the hamster wheel so he's healthy, transforming his daily activity into a hilarious comedic scene fit for a sitcom episode.",4,5,Positive
470,"At our cool home we have so many gadgets lying around, some nice rooms, T.V.s, couches, and SOTA AI Strategy Holograms, displaying the plot of a sci-fi drama whiel tracking our dialy posture and sleep habits.",5,none,Positive
471,A new machine learning framework was developed to help hospitals monitor patient vitals in real time.,2,4,Positive
472,"The critically acclaimed TV series was cancelled after its third season, disappointing millions of loyal fans.",3,none,Negative
473,The senator's controversial speech went viral after being covered by major news outlets and late night shows.,1,3,Neutral
474,The gym's new high-intensity interval training program helped members lose weight and build endurance effectively.,4,none,Positive
475,"My homemade sourdough bread turned out perfectly after following a step-by-step recipe from a cooking blog, and I tracked my daily steps while it baked.",5,4,Positive
476,The government's failure to address housing affordability has left thousands of families struggling with rising costs.,1,none,Negative
477,The new open-source database tool significantly reduced processing time for large-scale data queries.,2,none,Positive
478,A local news station launched a new AI-powered platform to deliver personalized breaking news to subscribers.,1,2,Neutral
479,The popular fitness podcast interviewed a bestselling author about the mental health benefits of daily exercise.,4,3,Positive
480,The marathon training plan recommended by coaches helped athletes improve their personal records significantly.,4,none,Positive
481,The president gave a helpful speech about tax reform and public approval improved after the debate.,1,none,positive
482,Local media published an article about the mayor’s campaign and the upcoming senate election.,1,none,neutral
483,Inflation and a budget crisis created serious concerns for the government and the public.,1,none,negative
484,The candidate gave an excellent interview about immigration policy and peaceful international reform.,1,none,positive
485,A new python program used training data to improve the accuracy of a classification model.,2,none,positive
486,"The database query was slow, and a frustrating bug caused poor software performance.",2,none,negative
487,The algorithm stored input vectors in memory before running the regression function.,2,none,neutral
488,The cloud system made data analysis easier with useful statistics and visualization features.,2,none,positive
489,"The fantasy novel had a great plot, strong characters, and an exciting final chapter.",3,none,positive
490,The television series had weak dialogue and a disappointing ending that frustrated the audience.,3,none,negative
491,The mayor used a data dashboard to explain budget changes during the public meeting.,1,2,neutral
492,The puppy happily played with a toy while the family cooked dinner in the kitchen.,5,none,positive
493,The fitness app gave poor workout suggestions and made the athlete’s training plan frustrating.,2,4,negative
494,The novel had excellent character development and a powerful final chapter.,3,none,positive
495,The senator announced a helpful nutrition program for schools and local clinics.,1,4,positive
496,"The database stored customer orders, grocery items, and recipe ingredients for the food website.",2,5,neutral
497,A difficult workout caused painful muscle soreness and slow recovery after practice.,4,none,negative
498,"The news article described inflation, election polls, and the candidate’s campaign strategy.",1,none,neutral
499,"The cooking show had disappointing acting, weak dialogue, and a boring dinner scene.",3,5,negative
500,The software update fixed a serious bug and made the model run faster.,2,none,positive
501,"The documentary showed runners improving endurance through sleep, hydration, and yoga.",3,4,positive
502,The restaurant received poor reviews because the soup tasted bland and the service was slow.,5,none,negative
503,Journalists used charts and statistics to explain changes in public approval ratings.,1,2,neutral
504,"The singer’s new album had a calm melody, steady rhythm, and acoustic guitar.",3,none,neutral
505,The government’s health policy caused stressful debates about hospital funding and patient care.,1,4,negative
506,The machine learning model predicted grocery demand using sales data and pantry trends.,2,5,neutral
507,"The article described public walking routes, city parks, and a new local fitness campaign.",1,4,neutral
508,The restaurant’s ordering system had a slow query and caused frustrating meal delays.,2,5,negative
509,"The grocery app stored food, snack, ingredient, and pantry data in a cloud database.",2,5,neutral
510,The music show featured a chef preparing excellent soup while the singer performed a pleasant melody.,3,5,positive
511,"The documentary showed athletes using yoga, nutrition, and recovery routines to improve performance.",3,4,positive
512,"The family enjoyed an excellent homemade meal with fresh bread, soup, and vegetables.",5,none,positive
513,The reporter criticized the restaurant policy because rising food prices hurt local families.,1,5,negative
514,The drama showed a runner facing a serious injury before returning to training.,3,4,neutral
515,"The recipe website gave helpful dinner ideas based on vegetables, rice, and family preferences.",2,5,positive
516,The political debate on television had weak arguments and disappointing audience reactions.,1,3,negative
517,The episode showed a family preparing breakfast while music played in the kitchen.,3,5,neutral
518,The news podcast used helpful statistics to explain election trends and voter behavior.,1,2,positive
519,The hospital cafeteria served a disappointing lunch with cold soup and poor flavor.,4,5,negative
520,"The singer described a calm morning routine with tea, breakfast, and soft music.",3,5,neutral
521,The city used a helpful app to show restaurant health ratings and food safety reports.,1,5,positive
522,The doctor’s podcast explained exercise habits with calm music and simple storytelling.,4,3,neutral
523,The grocery website had a frustrating bug that deleted recipes from the family’s dinner list.,2,5,negative
524,"The election documentary had excellent interviews, strong editing, and a dramatic soundtrack.",1,3,positive
525,"The fitness tracker stored sleep data, workout progress, and recovery statistics in the cloud.",2,4,neutral
526,The cooking show criticized poor school lunch policies and rising grocery prices.,3,1,negative
527,The election article explained the candidate’s campaign promises and public approval ratings.,1,none,neutral
528,The Python algorithm made accurate predictions after training on clean data.,2,none,positive
529,The television episode had disappointing dialogue and a weak ending.,3,none,negative
530,"The morning yoga routine improved balance, breathing, and flexibility.",4,none,positive
531,The kitchen smelled unpleasant after the dishes and laundry were ignored.,5,none,negative
532,"The singer recorded a calm melody with guitar, rhythm, and soft vocals.",3,none,neutral
533,The software program crashed during testing because of a frustrating memory error.,2,none,negative
534,"The senator gave a clear speech about taxes, immigration, and public policy.",1,none,neutral
535,"The doctor recommended daily walking, better sleep, and healthy nutrition.",4,none,positive
536,The family’s dinner was disappointing because the soup was cold and the bread tasted stale.,5,none,negative
537,A daily routine of light stretching can help maintain muscle flexibility over time.,4,none,neutral
538,The new recipe for the chicken dinner resulted in a frustrating experience in the kitchen.,5,none,negative
539,The streaming service updated the recommendation algorithm to suggest a different genre of music to peo.,2,3,neutral
540,Feeding your dog a bad diet with low nutrition can lead to problematic and sluggish routines.,4,5,negative
541,"There has been a lot of strong debate about the economy and bipartisan movements. At the end of the day, people don't care too much about international politics, they care most about home life.",1,5,Positive
542,"I love Spotify's daylist feature it always plays my favorite hits and suggests newly released bangers. Depending on the time of day, the algorithm gives great reccomendations in a genres like R&B, hip-hop, and rap.",2,3,Positive
543,"Modern exercise watches are so effective at tracking my overall wellness, they can even check my RHR or HRV. The accuracy of the software has improved so much I can finally track my health data giving me real-time awareness of health metrics.",2,4,Positive
544,"Being a pet owner of a bigger hound, it is so important for me to play with him otherwise he gets the zoomies! I got another dog to keep him company but this one isn't potty-trained yet, he still marks his territory everywhere!",4,5,Positive
545,Seems like cancel-culture does not play into how successful new EP or album releases get. People like Drake still drop massive bangers and have great reception from fans all over.,1,3,Positive
546,"To sustain and nourish the body, it is important to balance mental and physical health. Sleep is so important for health, I'd recommend taking magnesium supplements or reading a novel before trying to sleep.",3,4,Positive
547,"I can't look at the news or TikTok without seeing news on AI's latest developments. Media portrays AI in different lights but overall, LLMS and agentic AI seems to make people more productive.",1,2,Positive
548,My favorite children's fable is about a pet turtle racing a hare. Aesop shows the moral of the story is that the most successful people are the most resilient.,3,5,Positive
549,"To raise my VO2 max, I've been doing cardio training then I love posting my Strava visualization to Instagram. It is so helpful in tracking my training progress, especially when I do 5k or half-marathons.",2,4,Positive
550,"Audible and Pandora databases are so amazing, mobility of my favorite novels and music has been life changing! I love how a small machine can save a whole library of audiobooks and soundtracks.",2,3,Positive
551,Dogs are some of the most helpful four-legged animals you can ever have the pleasure to be an owner of.,5,None,Positive
552,The doctor said it was great that I maintain a regular gym schedule to keep up my physical health,4,None,Positive
553,A query is a useful tool to extract data quickly from a database,2,None,Positive
554,A recent news update covered the president giving an excellent speech about peace and equality across the world,1,None,Positive
555,The song Billie Jean has recently began charting in the top 100 songs again because of the positive audience reaction to the movie ‘Michael.’,3,None,Positive
556,Comedy series are always one of the most enjoyable genres to binge on television because the dialogues are hilarious,3,None,Positive
557,My family was frustrated with me because I hadn’t been cleaning or doing the laundry while they were gone,5,None,Negative
558,Concerts are seeing a decline of audiences as the economy continues to worsen and leave less room for people to spend money on entertainment.,3,1,Negative
559,The medicine Tory was taking for her sleep was causing symptoms that were negatively affecting her diet and breathing,4,None,Negative
560,A bug can be very problematic and can cause a plethora of issues such as a network or system going down until it is fixed,2,None,Negative
561,"The election sparked backlash and misinformation, creating a stressful night for many viewers.",1,None,Negative
562,"The algorithm required debugging and encryption, but a frustrating delay blocked the project.",2,None,Negative
563,"The novel had awkward pacing and flat narration, causing a disappointing reading experience.",3,None,Negative
564,"The exercise caused fatigue and soreness, making the morning session difficult for beginners.",4,None,Negative
565,"The kitchen sink overflowed near the refrigerator, creating a frustrating mess before guests arrived.",5,None,Negative
566,"The election confused the pollster and mandate tracker, while the algorithm’s debugging and encryption problems became frustrating.",1,2,Negative
567,"The algorithm had debugging and encryption flaws, while the novel showed pacing and narration problems, making it disappointing.",2,3,Negative
568,The novel’s pacing and narration issues made exercise feel difficult because fatigue and soreness distracted the group.,3,4,Negative
569,"After the health check, fatigue and soreness made the kitchen sink and refrigerator problems feel frustrating.",4,5,Negative
570,The meal near the stove and cabinet was delayed after the election ballot rally became stressful.,5,1,Negative
571,The patient's slow recovery required intensive healing and specialized rehabilitation to restore their mobility after the car crash.,4,None,Negative
572,A difficult backend server system caused chaos for the chef updating the online menu at the local restaurant.,2,5,Negative
573,The family renovated their kitchen by installing a modern fridge and custom wooden cupboards for additional storage space.,5,None,Neutral
574,The representative presented a detailed report to Congress regarding upcoming infrastructure developments for his constituent districts.,1,None,Neutral
575,"This novel features a complex protagonist and elegant but clean prose, making it a standout selection for the publisher to promote.",3,None,Neutral
576,This algorithm optimizes complex computation tasks to improve the overall efficiency of the processing unit during high-traffic periods by utilizing weighted nodes across the tree.,2,None,Neutral
577,The mayor signed an ordinance establishing a new policy to increase health resources and vaccination access for every resident regardless of their healthcare insurance status.,1,4,Neutral
578,A talented artist utilized a specialized software plugin in Logic Pro that uses improved FFTs to better improve EQ balance in his songs.,2,3,Neutral
579,Incorporating fresh produce like fruit from the harvest into your diet provides essential vitamins for a healthy metabolism.,4,5,Neutral
580,The press and local broadcaster provided media coverage of the actor during his final rehearsal at the city theater.,1,3,Neutral
581,The city council has published the official voting schedule for the upcoming election network.,1,2,Neutral
582,A data analyst monitored the network traffic during scheduled server maintenance.,2,1,Neutral
583,The author submitted a new novel manuscript to the publisher for them to review.,3,None,Neutral
584,The fitness instructor demonstrated how to properly brace during the afternoon lesson.,4,None,Neutral
585,The staff changed the feeding routine for the animals at home.,5,None,Neutral
586,A government agency released a report about national internet connectivity statistics,1,2,Neutral
587,A local news reporter interviewed a classical musician about theatre history.,1,3,Neutral
588,A wearable sensor transmitted my heart rate data to the software program on the computer.,2,4,Neutral
589,The platform updated its database to index the music files for the tv show.,2,3,Neutral
590,The veterinarian checked on the dog's hydration levels during the morning checkup.,4,5,Neutral
591,Our software patch resolved the persistent bug. This system is good now.,2,None,Positive
592,My terrible sleep habits impact my physical energy. I am becoming weak.,4,None,Negative
593,My favorite artist just released a new album. It has 20 songs.,3,None,Neutral
594,Many citizens voted in the yearly election. The media report on it is great.,1,None,Positive
595,"After moving the furniture around in my apartment, I sat down and ate a snack.",5,None,Neutral
596,I created a python program that automates generating recipes. This data it gives the user is useful.,2,5,Positive
597,Trying to change my dog's routine is stressful. He is all over the place.,4,5,Negative
598,The journalist hosted an interview with the author. It was a long talk.,1,3,Neutral
599,A network error caused the television streaming service to crash. This was disappointing to me.,2,3,Negative
600,The news report gave information on fitness routines. It was helpful for me.,1,4,Positive
601,The mayor skipped the budget debate. Local coverage was poor and the discussion went nowhere.,1,none,Negative
602,Voter turnout this election was higher than any report in years. The campaign was successful.,1,none,Positive
603,The senate passed a new immigration policy after weeks of discussion. Vote was close.,1,none,Neutral
604,Inflation headlines keep getting worse and the government's reform has been slow and disappointing.,1,none,Negative
605,The journalist's interview with the candidate was helpful and honest. Great campaign coverage.,1,none,Positive
606,Found the bug finally. Fixing it improved the model's accuracy way more than expected.,2,none,Positive
607,Ran clustering on the dataset and the visualization made everything clearer. Really useful.,2,none,Positive
608,The python script kept crashing with a memory error on large input. So frustrating to debug.,2,none,Negative
609,Team is testing a new algorithm for classification. Early prediction results are okay so far.,2,none,Neutral
610,Cloud storage hit its limit mid-training and the program crashed. Serious failure.,2,none,Negative
611,The author's new novel has a strong plot and real characters. Genuinely enjoyable read.,3,none,Positive
612,The album dropped with no hype and still charted. Lyrics and melody are excellent.,3,none,Positive
613,Series got renewed but the director left. Hard to say how the next episode will feel.,3,none,Neutral
614,The concert was disappointing. Artist performed poorly and the sound was bad all night.,3,none,Negative
615,The script is okay but the dialogue feels weak and the plot drags in places.,3,none,Negative
616,Three weeks of cardio and yoga and my energy is improved. Sleep got better too.,4,none,Positive
617,Kept skipping physical therapy and the injury got serious. Doctor wasn't happy about it.,4,none,Negative
618,"The clinic tracks patient activity, diet, and sleep as part of a wellness study.",4,none,Neutral
619,Building a workout habit is difficult at first but the physical benefits are strong.,4,none,Positive
620,Stress has been harmful to her sleep and the symptoms are more concerning now.,4,none,Negative
621,Dog destroyed the furniture again. Third leash this month. Frustrating and expensive.,5,none,Negative
622,"Made soup with leftover vegetables and bread. Turned out great, flavor was excellent.",5,none,Positive
623,Apartment has a small kitchen but the cooking routine works fine for one person.,5,none,Neutral
624,Adopted a cat last week and the whole family is happy. She's already figured out her bowl.,5,none,Positive
625,Grocery bill keeps going up and the restaurant meals aren't helping. Budget looks poor.,5,none,Negative
626,Government released election data and researchers used a python algorithm to analyze voter patterns.,1,2,Neutral
627,A software bug corrupted the vote database on election night. Serious crisis and disappointing coverage.,1,2,Negative
628,The new policy database is easier to query now. The analysis tools are effective and useful.,1,2,Positive
629,The documentary about the senator's campaign had strong reviews. Exciting to watch.,1,3,Positive
630,"The drama based on a political crisis got pulled from broadcast. Weak ending, disappointing.",1,3,Negative
631,A journalist turned war reporting into a novel. Story covers global conflict across several chapters.,1,3,Neutral
632,The health reform expanded clinic access and improved treatment options. A successful policy.,1,4,Positive
633,Budget cuts killed the local wellness program. Mental health in the community is getting worse.,1,4,Negative
634,New food safety law requires restaurants to list all ingredients. Owners say it's difficult but helpful.,1,5,Neutral
635,Government cut the farm subsidy and grocery prices got worse. Affording a meal is difficult now.,1,5,Negative
636,Streaming algorithm got better at predicting genre. Recommendations feel more helpful and accurate.,2,3,Positive
637,Music platform's classification model keeps failing. Output is poor and the results are frustrating.,2,3,Negative
638,Researchers built a corpus of lyrics and ran token analysis to study themes across albums.,2,3,Neutral
639,Fitness app prediction model improved a lot. Gives helpful recovery and nutrition tips after workouts.,2,4,Positive
640,Health data storage had a serious failure and records were lost. Harmful and concerning outcome.,2,4,Negative
641,Wearable outputs sleep and activity data that feeds into a machine learning wellness model.,2,4,Neutral
642,"App recommends dinner recipes based on pantry ingredients. Excellent feature, effective for cutting waste.",2,5,Positive
643,Pet training software gave wrong output all week. Bowl sensor data was bad and system slow.,2,5,Negative
644,Book on building a fitness habit made exercise feel enjoyable instead of stressful. Great read.,3,4,Positive
645,Wellness podcast spread harmful advice about skipping medicine. Slow to get taken down.,3,4,Negative
646,Cooking show made the recipe look easy and the flavor was excellent when I tried it.,3,5,Positive
647,Food critic's review was poor and the restaurant's response made everything worse.,3,5,Negative
648,"Home series covers cleaning routines, pet care, and meal prep. Good enough for a Sunday watch.",3,5,Neutral
649,Gardening became a daily habit. The physical activity and fresh vegetables make it satisfying.,4,5,Positive
650,Dog hasn't walked since his injury. Vet says the slow recovery is making his activity worse.,4,5,Negative
651,"The new horror movie, Obsession, has the entire internet captivated. Audiences, occasionally scared at times, have reported positive experiences with the movie.",3,None,Positive
652,"Elementary schools promote an active lifestyle to their students, teaching them the importance of enjoyable daily exercise by promoting simple games, such as tag, that count as exercise.",4,None,Positive
653,"His new dog refused to drink water from his bowl unless he got to play with his chew toy first. All attempts at witholding the toy were more than disappointing, with the dog sadly pawing until his toy was given.",5,None,Negative
654,"All the recent news articles have been anything but mundane, discussing international battles over land disputes and territories.",1,None,Neutral
655,"A compiler design class focuses on translating higher leveled coding languages into lower leveled ones, discussing mainly the fundamentals, such as different methods of analyzing words and parsing.",2,None,Neutral
656,"A Random Forest model is unable to accurately predict a location's property value within 10000 dollars unless provided with the exact street and city, which reduces potential nuisance factors.",5,2,Negative
657,"Her favorite fictional novel involves an extremely strong pirate, who always ensures he runs 80 laps around the ship every morning, stopping to do 10 pushups after each lap. The other pirates still have not gotten used to his routine, much to many readers' delight.",3,4,Positive
658,"In a recent dream, my cat ran for county supervisor for the first district of Riverside, meowing and purring with delight when she was elected.",1,5,Positive
659,"This new science fiction novel involves a protagonist who is fluent in many coding languages, including python and SQL, and utilizes these to code supervised learning models.",2,3,Neutral
660,"This just in: average presidental jogging speed increases during times of peace, with our current president's speed being slower than the last. White House officials are investigating whether this phenomena is real before any concern should be raised.",4,1,Negative
661,The politician wants to pass a useless bill that will harm citizens rather than help. ,1,none,negative
662,The Computer Science major looked at their code with tired eyes trying to debug the function.,2,none,neutral
663,The novelist flipped through the pages of her masterpiece with utter joy and ecstasy. ,3,none,positive
664,The pilates instructor demonstrates proper form on the reformer to the class.,4,none,neutral
665,The parrot ate its cracker and flapped its wings in glee. ,5,none,positive
666,The yoga and mediation class was extra serene with the addition of swans floating in the lake.,4,5,positive
667,"The actor played an elf in the new fantasy production in theaters, this performance is endorsed by the governor.",3,1,positive
668,The engineer throws their computer at the wall and opens a comic book out of frustration.,2,3,negative
669,The stressed out film director took up tennis to relieve some pent up aggression.,3,4,neutral
670,"The sick puppydog ate some of his kibble, his health has been horrible.",4,5,negative
671,"A new study came out analyzing the relationship between performance in key computer science classes and overall programming ability to student health. The linear regression analysis found that combining factors like sufficient sleep, overall mood and stress levels can predict student performance in undergraduate classes like assembly language, databases and compiler design. The study shows the effect of academic stress on health, showing links to hypertension, immune suppression, and insomnia.",4,2,neutral
672,"Pessimism about the economy is more common than ever, with many young adults entering the workforce not being able to find employment. Essentials like rent and groceries are price-gouged and many people find their current financial situation to be stressful and precarious.",1,,negative
673,I saw the cutest most adorable little puppy today when I was walking to class. His owner said he's six weeks old. I think he was a pug from his squishy little face but I'm not entirely sure what species he is and I didn't ask. She had been training him well because he responded to commands that she spoke in Spanish. He seemed very excited to be outside because he was jumping and wagging his tail. I wanted to pet him but I didn't want to be late to class so I couldn't stay too long.,5,,positive
674,"My favorite page in the first edition of their literary magazine was written by the creator herself. It was hilarious because she's a pretty good writer. The smallest details of her work are soaked through with meaning, which is why her writing style shines in short form fiction. Her style is colloquial and conversational, at times crude and provocative, yet always profound. Her dialogue is well written, realistic and minimal but still meaningful.",3,,positive
675,"Louie Zong's bittersweet electronic song off the album Bossa was a test of a Virtual Singer program that generates an electronic voice. Because of this it was named ""Hello World"" as an allusion to the program first taught in many introductory programming classes as a test of running a simple program. The song is sung from the perspective of a conscious computer or robot questioning its existence and purpose. Verse 1 begins ""Find my voice, although it's filled with bits and bytes."" The lyrics reference computer related concepts like memory storage as a metaphor and expression of the robot's internal feelings.",2,3,neutral
676,I dislike yoga because I hate contorting my body into weird positions for random amounts of time. It just seems stupid and frustrating. My muscles are often too weak to hold the positions for very long. Especially planks. I really hate doing planks because its really difficult. Really anything requiring arm muscles is hard. My biceps are so weak they're like a seventh grade architecture final project made out of toothpicks and marshmallows. I don't know how the pilates girls do it.,2,,negative
677,"A band I really like called Cheekface is going on tour. Their music is fascinating because on one hand they have catchy riffs and regular banger indie rock choruses but they do this interesting combination of speaking and singing for other parts of the song. They really play with how their lyrics are enunciated. It comes off as somehow both ironic and sincere, a dialectic of irony and sincerity, or a sincerity ""through"" irony. Cheeky and facetious, as their name suggests. Their lyrics are sometimes random and sometimes genius. It's real effective in the context of their songs because many of their songs are tangentially about personal and/or political issues that are sweeped under the rug.  The single ""Hostile Street"" and the song ""You Always Want to Bomb the Middle East"" on their album Too Much To Ask explores this idea of ""the personal is the political"" because it expresses political conflict as if it were a domestic argument among wife and husband, which feels absurd yet true. The personal is the political, and their lyrics reflect that. This slogan originally comes from the feminist movement but it is applicable across a wide range of political movements. Here the concept gives their music an archetypal significance, as their tagline ""America's favorite band"" suggests.",3,1,positive
678,"I spent two stupid hours on this stupid idiot bug that was causing my data to not tokenize correctly because I swear I removed all the symbols so I could tokenize only the words and put them in the vector. Its so frustrating. The code in later cells wouldn't even compile. When I finally figured it out, I didn't try to fix the runtime error that came up or run my naive bayes algorithm or KNN for sentiment analysis after that because I was so done with this stupid program. Literally just ragequit and needed to take a breather cuz it was so stressful.",2,,negative
679,"Many people have different preferences when it comes to what form of exercise they choose. Some people prefer cardio like jogging, biking, or really any activity that raises heart rate for a consistent period of time. Some people prefer muscle training like lifting weights or using weight machines, or even calisthenics if you don't have access to equipment. But exercise is only one part of the many factors that lead to good health. Diet is a big factor, so many people meal plan to save time, stocking their kitchen with healthy lunches for the week that contain lots of protein, fiber and vitamins. However you must be mindful doing this because some food can spoil very quickly, even if it is stored in the refrigerator.",4,5,neutral
680,"Psychiatric classifications rarely constitute distinct entities and taxonomies are often arbitrary and ideological. Rarely do psychiatric diagnoses constitute distinct entities, rather a process of reificiation in which classifications are projected onto a complex range of symptoms that sometimes cluster together and sometimes do not. It is often an egregious mistake of underfitting to apply these diagnoses to real people when many symptoms transcend diagnoses and then an even more egregious error to assume from there that the reified disorder itself ""causes"" these symptoms. This isn't even the norm in other fields of medicine that deal with complex conditions that may have multiple causes, like fever, hypertension, or chronic fatigue. This leads to the increasing popularity of transdiagnostic models. Running large amounts of data through certain classification algorithms may provide a more unbiased alternative to traditional methods of classification, although bias is inescapable because data analysis requires personal decisions on how to analyze data. The matrix of correlations between each question on the cross-cutting symptom measures is run through principal components analysis to extract underlying factors, showing the relationships between symptoms. For example, anxiety and depression are considered distinct disorders, but as most clinicians learn, and this model shows, they are so deeply correlated with one another that they could be considered different symptoms of the same disorder. In this new model they are both included in the ""Internalizing"" dimension, but traditional psychiatric models fail to show these relationships.",2,4,negative
681,The political rally gathered to protest the president's warmongering.  He literally started a war to distract from the fact that he in the files.,1,none,neutral
682,The computation required for the student's implementation of the algorithm were far beyond the asymptotic estimate.,2,none,neutral
683,Prog rock is a form of complex and heavy artistic music.  The band Tool in particular has generated masterpieces over several decades.,3,none,neutral
684,"Endurance training is a core aspect of cardio.  As much as a loathe getting on the treadmill for long periods of time, it is important.",4,none,negative
685,"I used to hate cooking, but i've learned to enjoy act of assembling cuisine in my kitchen and eating enjoyable homecooked meals.",5,none,positive
686,"I am eager for reform of our courts and systems of representation.  We need intelligence instead of drama, theatre, and distraction.",1,3,positive
687,The portrayal of programmers on television is comical at best.  Performers hammering on keyboards is annoying.,2,3,negative
688,"I wish there were more heartwarming movies about animals.  Watching puppies and kittens interact is chicken soup for the soul, told visually through a screen.",3,5,positive
689,I had hoped to train my cat to walk with a leash and harness.  She instead chose to pounce into bushes and jump on top of objects to scout for rabbits.,4,5,neutral
690,"Nyan cat is an infamously awful piece of music, featuring annoying meowing, a disgusting electronic beat, and a poorly animated kitty face on a toaster strudel.",5,3,negative
691,I hate that Tomodachi Life: Living the Dream does not include the concert hall. I was looking forward to songwriting and choosing tunes for my Miis' performance.,3,None,Negative
692,"EPIC is a musical with a soundtrack that is trending online. The lyrics may not be deep, but I love how catchy the melody is, and I can't wait for the movie to be released soon.",3,None,Positive
693,"In Hamilton, the actors sing about the Constitution and the push for a strong federal government on stage through hip-hop and rap music.",1,3,Neutral
694,"We have a repository to store files and data to create an app that tracks health information like BMI, weight, and height.",2,4,Neutral
695,Her daughter had a positive experience on her appointment with the pediatrician. The pediatrician said she was healthy since she has added apples and oranges to her diet.,4,5,Positive
696,The news reporter briefly discussed the status of President Trump's health. It seems that he is experiencing cognitive decline and symptoms related to dementia. ,1,4,Negative
697,"We tried the viral lasagna recipe from TikTok. It had a horrible sour aftertaste, so we threw it into the trash.",5,None,Negative
698,I love that food in animations look so appetizing. It's like I can taste the dishes through the screen.,3,5,Positive
699,"In my computer science class, I learned how to code recursions and loops in Python.",2,None,Neutral
700,One of my favorite desserts is tiramisu. I am actually going to the grocery store to buy the ingredients.,5,None,Positive
701,A public discussion on budget reform generates mass approval for the new bill. The bill receives strong support from the public.,1,none,Positive
702,A major bug was discovered after investigative journalists uncovered the issue. Now the software has been recalled and taken off shelves.,1,2,Negative
703,Streaming numbers for a hit TV Show highlights declining viewership. The visualization generated shows it declining.,2,3,Negative
704,A lack of sleep leads to decreased energy and higher risks of physical injuries.,4,none,Negative
705,A local restaurant is covered by the media as the best Italian restaurant in town. The restaurant sees an increase in customers.,1,5,Positive
706,"Directors love to use orchestral sound for their soundtracks, as it enhances the viewing experiences. Music charts would evidently see the same result with consumers in the following weeks.",3,none,Positive
707,The 8086 is a processor that was used in the IBM 5150. It became the industry standard.,2,none,Neutral
708,Compaq's inability to adapt to growing supply chain needs led to its vertical merger with Hewlett-Packard. Compaq does not exist today.,2,none,Negative
709,My routine everyday is to wake up and brush my teeth. It gets me ready for the day and sets me in a positive mood.,4,none,Neutral
710,My neighbor enjoys cycling along the hills. He tells me that it helps with his cardiovascular system and reduce the risk of heart disease.,4,none,Positive
711,"A common theme in producing TV comedies is the use of a laugh track. While some may find its antiquated, it is still regularly used in other comedy programs.",3,none,Neutral
712,"Cher, the singer, utilized auto-tune to produce one of the biggest hits of the 1990's. It is a song well-beloved to this day.",2,3,Positive
713,"Immigration coverage in the United Kingdom had a strong effect on the outcome of Brexit. Due to the topic of increased immigrants in the UK, Brexit passed as citizens viewed immigration to be the key issue.",1,none,Negative
714,Hospitals use algorithms to determine effective prevention methods to reduce injuries. The effect of the research saw a decrease in injury-related hospitalizations.,2,4,Positive
715,A public concert saw great turnout from the public after local media coverage highlighted the event the night prior.,1,3,Positive
716,Reforms for congestion pricing saw negative polling numbers. Officials are expected to revise their proposals and submit a new one by Friday.,1,none,Negative
717,A doctor performs an annual checkup for a college student. He finds nothing of concern.,4,none,Neutral
718,"Every Wednesday, it is common for my family to put the trash out. It is picked up the next day by garbage trucks.",5,none,Neutral
719,A wellness counselor launches a set of meditation classes. The classes provide effective time for students to de-stress.,4,none,Positive
720,A garden becomes the site of a mayor's election campagin launch. The garden is visited by many people as a result.,1,5,Neutral
721,The author's newest book release has completed her triology and is set to win many awards.,3,none,Neutral
722,The president has lost the endorsement of many voters after it was found out that he won mainly by gerrymandering. His supporters are devastated.,1,none,Negative
723,Human anatomy required proper macronutrients as well as micronutrients to maintain good health. ,4,none,Positive
724,Certain breeds of cat at adoption centers are more neglected than others. The sound of their sad purrs echo through the building.,5,none,Negative
725,Many reccomendation algorithms tend to be biased towards popular products. It is important to investigate yourself what is best for your needs.,2,none,Neutral
726,"If a leader can't perform proper calculus or algebra, can we really trust them to run the country properly?",1,2,Neutral
727,The manuscript for the prologue of a beloved series about fine dining cuisine tastings has been leaked leaving fans hopeful about a possible new season.,3,5,Positive
728,A concerning new side effect has been diagnosed for a popular new prescription used to treat fleas and ticks on pets.,4,5,Negative
729,The season finale for the advanced mathematics and LLM training competition has just ended after many years of broadcast. ,2,3,Neutral
730,The governor and foreign ambassador has been released from the hospital feeling great after overcoming severe joint and respiratory problems.,1,4,Positive
731,"In recent events, a smear-campaign has begun over the upcoming candidates for several democrats and republicans” running for state governor. It is led by fake AI chatbots being programmed to output generated text relating to each candidate's criminal record.",1,2,Negative
